@relation dataset

@attribute SEQUENCE_ID real
@attribute TIME_ID real
@attribute GaussianVar0 real
@attribute GaussianVar1 real
@attribute GaussianVar2 real
@attribute GaussianVar3 real
@attribute GaussianVar4 real
@attribute GaussianVar5 real
@attribute GaussianVar6 real
@attribute GaussianVar7 real
@attribute GaussianVar8 real
@attribute GaussianVar9 real


@data

0,0,-1.2960042241242007,0.8531292336943976,0.987270840530002,-0.7306374369341775,-1.474898071669144,1.4779500593438009,-2.3405504543622944,0.7707632202957665,-2.5755931597792188,1.7458661216256055
0,1,2.427921724382136,0.21849592696516795,0.8377943663883918,1.9550289757968429,-0.6358839062277026,-1.2510437772469527,-3.312196164116819,-0.703263158638401,-1.9155484221655266,-2.510436618203932
0,2,-1.9527932793894105,-1.0059953190148818,1.5354653283196174,-1.7729719871503384,-0.8873632156434582,-1.641661178087242,1.1539023909860886,-1.907615399073848,1.7502739449533389,8.189492953856636
0,3,2.629388505448171,-2.0315235074871367,2.3783059878991386,1.322114053837708,-2.4781517727499747,-5.970646036851413,-0.04072984861775897,-0.7368174776429842,3.9377263299082967,-17.66985240041242
0,4,1.2283289015602346,-1.327312652882612,2.3809030189628806,-1.3895189111308202,-2.4377791848972654,-3.6428422366963966,2.690105309574414,-2.4380622960446314,11.010954855236436,32.57262754566182
0,5,-1.1949671984139933,-0.5486034051058434,1.0812989225327132,3.671784391138597,-3.416013010862727,-5.047165942233695,-3.7977396494332245,-1.647757255006493,18.596927916119963,-79.63400782562827
0,6,2.191396930123852,3.187379373517702,-5.015081472062051,0.019609160752198984,-2.915667383019514,2.120368366012113,-1.2485878386798723,-2.9303609293638053,25.48386870206437,153.5381328245745
0,7,0.23044329868737304,0.2916516238237492,-1.0488287911740695,1.9297223141186859,-3.7536839671893265,-7.438760778656857,-1.8987304239989586,-1.9279022100106726,34.692602777847156,-328.37654367762167
0,8,0.34601509945771736,-0.16281715860312654,-0.636688094563409,-0.23416456155594223,-5.208222836025691,-4.940598755522748,-1.536056272068779,-1.722970043536328,44.303032260670875,646.8953788725636
0,9,0.2441486332146905,-0.4312977992757719,-0.22359492785023172,1.4958688166432803,-4.749393687779356,-7.585599285689652,-2.1521057084758475,-0.637520018040851,53.29034093619954,-1337.0421720074821
0,10,2.6752779929719193,1.0375693997148552,-2.24237925885994,0.2097711629155954,-4.067711996851776,-5.156846757548397,-1.6469419379136438,-2.4025389389049434,63.164682246392395,2678.7468429578557
