@relation dataset

@attribute GaussianVar0 real
@attribute GaussianVar1 real
@attribute GaussianVar2 real
@attribute GaussianVar3 real
@attribute GaussianVar4 real
@attribute GaussianVar5 real
@attribute GaussianVar6 real
@attribute GaussianVar7 real
@attribute GaussianVar8 real
@attribute GaussianVar9 real


@data

14.81362794360225,-0.039371070982438194,1.432638401846064,-1.0043813023390844,-0.15919054299152147,0.053358111118300355,0.8089047788551273,-1.562181321922713,2.835953118327317,0.7341937650493225
18.029476841334617,-2.652373120410167,5.290217281633911,-4.306844933479882,4.282932663838629,-3.1378116627463624,16.495368756787006,-3.9321387686805007,7.508488296197185,-4.379034865873661
13.191044728516644,-0.8380404013116687,0.17768539928222749,-2.3320018697458393,3.0077275001339148,-2.277218701685211,15.450466587843753,-4.985479157489123,7.00677513716754,-0.9649994460589771
16.931316964875545,-1.2126711295684676,1.382009179401066,-1.5495734615294172,1.7572971157025603,-4.6205617329598345,11.397062843586054,-4.779501961201797,6.5315297856668995,-0.7298836822911832
16.071640876255042,-0.6561416403181343,0.8830618221250891,-1.753119927857535,1.8658928592529194,-1.2240842155260852,9.146838742265587,-3.7009481883625703,5.142372330735654,-1.7058999946028368
15.953884036653982,-1.086174324128845,2.9074316884332934,-5.507404879623278,5.4370498270002985,-1.4326788178642231,18.582079035166892,-4.236809543163624,7.859149189099018,-3.481940972476448
16.011364265699008,-1.6324186847519162,1.102923784118102,-1.0788612631788508,2.192167632319695,-1.5817698649846215,7.882971828851039,-3.352362429032449,3.5790793248839927,-2.39941425263612
17.811055023912626,-0.865190484710586,2.0183507337369577,-2.6548818422368305,2.87150595340098,-0.3656522790861432,9.652668877138298,-2.4884393015327166,3.6259738749868515,-1.2725664273405455
15.29381714477944,-2.05395732811013,1.2184203374692597,-3.2068815866436435,4.171567771310781,-2.818453023341882,17.555222738702806,-4.371750881905362,6.809117288799431,-2.687236906871841
13.671345637376774,-2.4542279308322694,3.91609124595011,-5.762247102443114,6.028896847793151,-3.675146483464134,22.74482213526762,-3.364342997061576,8.18800300820577,-3.8106050355103678
16.75315818967521,-1.6809982049379009,2.260591549048279,-2.243467563110851,1.5061461302008554,-0.6128532641375326,6.227810722512302,-2.613381685699667,4.013847087203208,-1.613525942747468
15.228733982014605,-0.5475806293187259,-0.016985153612141923,-1.651327261606772,1.6771877398317039,-0.9157420342668996,4.447617642842856,-2.554166730669459,4.778955129144337,-0.15634250000437933
15.455795745687908,-2.27990015374127,3.180874026151801,-4.801315020331261,5.335520811869517,-1.466604543126436,19.00857501208544,-3.037364556745306,6.576634894156434,-3.8013448815212225
18.884279541360343,-2.3987995772915607,0.9784249377809513,-3.5861860885924037,2.930368300137276,-2.5397634255613206,13.343485364823135,-4.240424031425688,8.254874085627698,-2.0295069298026807
15.442581633213988,-2.0547529346905273,1.1995083720911344,-3.1600524011261206,3.7132512476431483,-2.749647821369962,16.815500493322315,-3.412299015479357,6.1100520798039595,-2.8506547042181807
15.170045617394832,-2.4830285844793165,2.8195676356236703,-4.317781093398508,4.122084372709287,-2.02960115593656,17.249051104713146,-2.8426743639864576,5.9015467391650756,-4.010886833571543
14.366235418741269,-1.9911066797047416,0.8810211939017991,-3.8489710384513796,4.0000584748374415,-1.272585151142978,15.087743692621448,-4.530788947646189,6.918799614812787,-2.6820540176836922
14.466346188495605,-1.005683008414688,1.8399287552793246,-1.0800883418411842,1.2595282129098846,-1.2850997185055908,6.172187770326232,-3.8380648581312675,5.639988840987953,-2.8690754753219565
18.192027661034953,-1.3401502648861567,1.2371672821764,-3.7280667338189275,3.826554376820902,-2.4104536726816654,15.134622140375255,-4.997254136290221,7.877861416983308,-1.0467782091033495
14.170683121360012,-1.922403822675748,1.2718620725882477,-2.6750893957591972,2.8682058970345317,-1.3519341684681354,11.101076898191653,-2.5652615493662587,5.17558177234513,-2.0337493423172353
