@relation dataset

@attribute SEQUENCE_ID real
@attribute TIME_ID real
@attribute DiscreteVar0 {0.0, 1.0}
@attribute GaussianVar0 real
@attribute GaussianVar1 real
@attribute GaussianVar2 real
@attribute GaussianVar3 real
@attribute GaussianVar4 real
@attribute GaussianVar5 real
@attribute GaussianVar6 real
@attribute GaussianVar7 real
@attribute GaussianVar8 real
@attribute GaussianVar9 real


@data

0,0,1.0,7.89477533117581,1.0534927992122323,8.002205739682081,4.438782227521086,0.4743537026415879,-4.360599142940955,-2.3040164637846487,1.479131531697834,6.418327748167779,4.021688685889985
0,1,1.0,-6.474414081999592,7.040927942549324,-19.893603802179552,3.0344777889027923,3.3646294832430335,15.65274347488313,-4.156649241840171,-19.851052439447308,-20.560256855030985,27.166372803488336
0,2,1.0,7.422514142290811,-8.751721387061405,34.256996687746515,-11.716423326311537,-5.908911023409159,-23.272279750018193,6.510091054125684,42.89787525567675,55.866229019734135,-33.885582173527276
0,3,1.0,-7.621693334781159,11.391041746436942,-50.210283231882954,13.9299991663387,11.165718538623008,33.72043332156113,-10.020342889328992,-69.58718339993207,-102.95683404776695,62.417919878437324
0,4,1.0,7.980708880650864,-9.808132995153787,67.01752233321302,-21.930524807041376,-19.86470673030758,-46.22330120935764,15.656119340632257,87.59168973400804,155.854565016668,-64.58282519830334
0,5,1.0,-8.766593651959539,13.789166924412879,-91.30524169158227,26.644802452664244,31.59312090172134,57.215566489536734,-22.378385016575113,-111.30202725393377,-207.5013357831287,93.85658412492904
0,6,0.0,13.999330183334642,-15.765032753698506,124.26358343965309,77.64741809449664,-45.91406597699726,21.029521703878796,-33.937600098368094,-30.079887442456336,-338.104258922333,30.36760763539244
0,7,0.0,-23.162406706064168,28.1930980641547,-177.23205500962584,-66.05491501682185,71.93315124216211,-80.39056861355499,47.82966713596226,-5.61753046799191,-655.6199134858488,13.110094558175039
0,8,0.0,37.24422120310752,-45.93382964294522,259.1266915108484,124.04537674167345,-114.24812804814803,138.8272981542828,-87.5152344500881,-6.447364714392414,-1133.6845958310764,4.2129634977370936
0,9,1.0,-37.00394182183469,51.24378645866421,-352.1047834859536,118.56154583297788,170.9732643708963,337.9876777140139,-24.359783584704957,-128.4450765151648,887.6528917271826,158.59520952601207
0,10,1.0,37.575045151105655,-53.900108426515686,458.790978372364,-149.66041013851208,-247.18105603595572,-266.8750773645656,90.03855844125026,245.00145639861492,-626.9349209168503,-192.51364697504707
0,11,0.0,-62.619759622341974,76.7102569940844,-623.9658564594158,-395.0105131964051,359.8441461424844,-117.70351573616206,167.49220901661238,63.20682443192431,-1372.5277659748187,-64.26001310858791
0,12,1.0,65.04487964739457,-87.77884117379539,813.4277736239359,-293.0155617542827,-510.55994995701,-713.1472736070402,79.78840189512113,156.39545787012653,897.6573332446017,-232.84332300337977
0,13,0.0,-109.55969258073833,134.6229562591423,-1100.7203941411517,-708.1302363901389,736.9113061164024,-91.80782475939611,336.9178788191689,46.808958216540525,1216.9451686780571,-89.13236967099782
0,14,0.0,181.55245205077384,-217.76841182920631,1538.448176920294,520.9463621812035,-1071.8972089514793,646.6449261458445,-427.04959233166505,-9.49430671206524,2818.0090026250477,-45.81501283626369
0,15,0.0,-303.5273341553162,364.2676859401148,-2226.890478057041,-1049.7716367268706,1578.6153760589402,-1187.0741746602116,741.4324587694687,28.36359604700468,4280.431567302746,-10.465779391136765
0,16,1.0,311.49520420373005,-417.4025625686825,3022.9670501837536,-1029.2153151231048,-2258.2614779973474,-2900.6571354142043,210.15054097932128,1057.318946579913,-3873.6344524028627,-1294.258300706958
0,17,0.0,-518.01212240611,635.3124525612498,-4252.004384931214,-2844.349862241941,3266.031093552954,-274.94638459478006,1404.704270004275,305.0536471092925,-9015.10709813788,-474.97438542562804
0,18,0.0,858.5776361148738,-1034.4218343311247,6177.884527039125,2309.2029271358156,-4780.544324107809,2558.710099956224,-1848.415505810842,-23.965431259441644,-13871.118044133143,-231.01683336945794
0,19,0.0,-1424.2176373010973,1706.731462509104,-9242.845748860762,-4556.873050844466,7079.802785241343,-4860.083672574528,3227.109518347433,147.55565005971357,-29308.722088072664,-46.3918447165315
0,20,0.0,2361.564322708642,-2827.9319474351846,14170.822250113797,6811.16766692692,-10609.064474087174,7902.941284078836,-5032.274781068501,-223.8699594238811,-47714.331823191336,-118.04721365422262
0,21,0.0,-3916.5523738524535,4693.369843078258,-22166.01705532447,-11165.38474990253,16089.276827103602,-12506.061134016427,8131.426703954216,370.8126999106503,-96247.13211852289,99.28199618048768
0,22,0.0,6492.446322243813,-7778.113897491375,35216.115222647444,18019.02118824471,-24673.81525167846,19841.462693939262,-13127.702839622232,-619.5392595304775,-162300.87329488332,-214.19090433357292
